discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text,premise_1,premise_2,conjunction_text,non_relevant,is_dismissed,dismissal_reason
disc_lead_00112,essay_01111,Car-free cities,Adequate,2,3.0,10,No,No,Asian,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00113,essay_01112,Driverless cars,Adequate,2,3.0,10,No,Yes,White,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00114,essay_01113,Facial Action Coding System,Adequate,2,2.0,12,No,No,Hispanic/Latino,Yes,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00115,essay_01114,Seeking the Author,Adequate,2,3.0,8,No,No,White,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00116,essay_01115,Exploring Venus,Adequate,2,4.0,8,No,No,Hispanic/Latino,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00117,essay_01116,Car-free cities,Adequate,2,4.0,12,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00118,essay_01117,Driverless cars,Ineffective,1,3.0,9,No,No,Hispanic/Latino,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00119,essay_01118,Facial Action Coding System,Ineffective,1,2.0,10,No,No,Hispanic/Latino,No,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00120,essay_01119,Seeking the Author,Ineffective,1,2.0,9,No,No,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00121,essay_01120,Exploring Venus,Effective,3,4.0,11,No,No,Black/African American,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00122,essay_01121,Car-free cities,Effective,3,4.0,8,Yes,No,Asian,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00123,essay_01122,Driverless cars,Effective,3,4.0,9,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00124,essay_01123,Facial Action Coding System,Adequate,2,4.0,11,No,No,Hispanic/Latino,No,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00125,essay_01124,Seeking the Author,Adequate,2,4.0,10,No,Yes,White,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00126,essay_01125,Exploring Venus,Adequate,2,2.0,12,No,No,Asian,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00127,essay_01126,Car-free cities,Adequate,2,2.0,8,No,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
disc_lead_00128,essay_01127,Driverless cars,Adequate,2,5.0,9,No,Yes,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly.",government regulation strictly controls emissions,air quality in metropolitan areas will continue to degrade rapidly.,Unless,,False,
disc_lead_00129,essay_01128,Facial Action Coding System,Adequate,2,3.0,10,No,No,Black/African American,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.,We should switch to electric cars,charging infrastructure is made universally accessible to all residents.,provided that,,False,
disc_lead_00130,essay_01129,Seeking the Author,Ineffective,1,3.0,11,No,Yes,Asian,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.,I think technology is good,it helps people do homework and talk to friends faster.,because,,False,
disc_lead_00131,essay_01130,Exploring Venus,Ineffective,1,4.0,8,No,No,Hispanic/Latino,Yes,1,True,Cars are bad when they make too much noise in the morning.,Cars are bad,they make too much noise in the morning.,when,,False,
disc_lead_00132,essay_01131,Car-free cities,Ineffective,1,4.0,10,Yes,No,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now.",Venus is very hot,we should go there right now.,Although,,False,
disc_lead_00133,essay_01132,Driverless cars,Effective,3,3.0,9,No,No,Hispanic/Latino,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.,Venus is a planet that scientists have tried to learn about,the environment is extraordinarily hostile and dangerous.,although,,False,
disc_lead_00134,essay_01133,Facial Action Coding System,Effective,3,4.0,8,No,No,White,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.,I strongly disagree with driverless vehicles,untested autonomous algorithms pose significant risks to pedestrians.,because,,False,
disc_lead_00135,essay_01134,Seeking the Author,Effective,3,3.0,10,No,Yes,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was.",scientists can figure out more about Venus,we can further our understanding of what this planet once was.,If,,False,
disc_lead_00136,essay_01135,Exploring Venus,Adequate,2,3.0,12,No,Yes,Asian,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.,Students should participate in community service,it fosters empathy and builds essential civic responsibility.,since,,False,
disc_lead_00137,essay_01136,Car-free cities,Adequate,2,5.0,11,No,No,White,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes.",car-free cities reduce urban pollution,many citizens rely heavily on personal vehicles for daily commutes.,Although,,False,
disc_lead_00138,essay_01137,Driverless cars,Adequate,2,4.0,10,No,No,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.,People should support renewable technology,fossil fuels contribute directly to catastrophic global climate change.,because,,False,
disc_lead_00139,essay_01138,Facial Action Coding System,Adequate,2,5.0,8,Yes,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.,The facial landmark image was created by natural erosion,some conspiracy theorists claim aliens sculpted a face on Mars.,even though,,False,
