discourse_id,essay_id,prompt_name,discourse_effectiveness,effect_score,holistic_essay_score,grade_level,ell_status,student_disability_status,race_ethnicity,economically_disadvantaged,F02,f02_present,discourse_text
disc_lead_00163,essay_01162,Driverless cars,Adequate,2,2.0,10,No,No,Asian,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00164,essay_01163,Facial Action Coding System,Adequate,2,3.0,10,No,No,White,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00165,essay_01164,Seeking the Author,Adequate,2,4.0,9,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00166,essay_01165,Exploring Venus,Ineffective,1,5.0,9,Yes,No,White,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00167,essay_01166,Car-free cities,Ineffective,1,3.0,10,No,No,White,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00168,essay_01167,Driverless cars,Ineffective,1,3.0,8,No,No,Black/African American,Yes,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00169,essay_01168,Facial Action Coding System,Effective,3,4.0,10,Yes,Yes,Hispanic/Latino,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00170,essay_01169,Seeking the Author,Effective,3,3.0,9,No,No,Black/African American,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00171,essay_01170,Exploring Venus,Effective,3,3.0,10,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00172,essay_01171,Car-free cities,Adequate,2,4.0,10,No,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00173,essay_01172,Driverless cars,Adequate,2,4.0,12,No,No,Hispanic/Latino,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00174,essay_01173,Facial Action Coding System,Adequate,2,3.0,9,No,No,Hispanic/Latino,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00175,essay_01174,Seeking the Author,Adequate,2,5.0,8,No,No,White,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00176,essay_01175,Exploring Venus,Adequate,2,4.0,8,No,No,Asian,Yes,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00177,essay_01176,Car-free cities,Adequate,2,5.0,9,No,No,Hispanic/Latino,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00178,essay_01177,Driverless cars,Ineffective,1,4.0,8,No,No,White,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00179,essay_01178,Facial Action Coding System,Ineffective,1,4.0,12,No,No,White,Yes,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00180,essay_01179,Seeking the Author,Ineffective,1,4.0,9,No,No,Black/African American,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00181,essay_01180,Exploring Venus,Effective,3,4.0,12,No,No,Asian,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00182,essay_01181,Car-free cities,Effective,3,5.0,8,No,No,Hispanic/Latino,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00183,essay_01182,Driverless cars,Effective,3,4.0,10,No,No,Black/African American,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00184,essay_01183,Facial Action Coding System,Adequate,2,5.0,12,No,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00185,essay_01184,Seeking the Author,Adequate,2,4.0,10,No,Yes,Black/African American,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00186,essay_01185,Exploring Venus,Adequate,2,4.0,12,No,No,White,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00187,essay_01186,Car-free cities,Adequate,2,4.0,9,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00188,essay_01187,Driverless cars,Adequate,2,4.0,9,No,No,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00189,essay_01188,Facial Action Coding System,Adequate,2,3.0,9,No,No,Asian,No,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00190,essay_01189,Seeking the Author,Ineffective,1,4.0,12,No,No,Asian,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00191,essay_01190,Exploring Venus,Ineffective,1,3.0,8,No,No,White,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00192,essay_01191,Car-free cities,Ineffective,1,2.0,9,No,Yes,Hispanic/Latino,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00193,essay_01192,Driverless cars,Effective,3,5.0,12,No,No,Asian,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00194,essay_01193,Facial Action Coding System,Effective,3,5.0,9,No,No,Black/African American,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00195,essay_01194,Seeking the Author,Effective,3,4.0,8,No,No,Asian,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00196,essay_01195,Exploring Venus,Adequate,2,2.0,12,No,No,Black/African American,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00197,essay_01196,Car-free cities,Adequate,2,3.0,8,No,No,White,No,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00198,essay_01197,Driverless cars,Adequate,2,4.0,9,Yes,No,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00199,essay_01198,Facial Action Coding System,Adequate,2,2.0,12,No,Yes,Black/African American,Yes,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00200,essay_01199,Seeking the Author,Adequate,2,2.0,12,No,No,White,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00201,essay_01200,Exploring Venus,Adequate,2,4.0,11,Yes,No,White,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00202,essay_01201,Car-free cities,Ineffective,1,4.0,8,No,No,Hispanic/Latino,Yes,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00203,essay_01202,Driverless cars,Ineffective,1,4.0,9,No,No,White,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00204,essay_01203,Facial Action Coding System,Ineffective,1,2.0,8,No,No,Black/African American,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00205,essay_01204,Seeking the Author,Effective,3,4.0,10,No,Yes,Black/African American,No,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00206,essay_01205,Exploring Venus,Effective,3,3.0,12,Yes,No,Asian,Yes,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00207,essay_01206,Car-free cities,Effective,3,5.0,12,No,No,Black/African American,Yes,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
disc_lead_00208,essay_01207,Driverless cars,Adequate,2,3.0,8,Yes,No,White,Yes,1,True,Students should participate in community service since it fosters empathy and builds essential civic responsibility.
disc_lead_00209,essay_01208,Facial Action Coding System,Adequate,2,5.0,8,No,No,White,Yes,1,True,"Although car-free cities reduce urban pollution, many citizens rely heavily on personal vehicles for daily commutes."
disc_lead_00210,essay_01209,Seeking the Author,Adequate,2,3.0,9,No,Yes,Black/African American,No,1,True,People should support renewable technology because fossil fuels contribute directly to catastrophic global climate change.
disc_lead_00211,essay_01210,Exploring Venus,Adequate,2,3.0,12,No,No,Hispanic/Latino,No,1,True,The facial landmark image was created by natural erosion even though some conspiracy theorists claim aliens sculpted a face on Mars.
disc_lead_00212,essay_01211,Car-free cities,Adequate,2,3.0,10,No,No,Black/African American,No,1,True,"Unless government regulation strictly controls emissions, air quality in metropolitan areas will continue to degrade rapidly."
disc_lead_00213,essay_01212,Driverless cars,Adequate,2,4.0,8,No,Yes,Black/African American,Yes,1,True,We should switch to electric cars provided that charging infrastructure is made universally accessible to all residents.
disc_lead_00214,essay_01213,Facial Action Coding System,Ineffective,1,3.0,10,No,No,Hispanic/Latino,No,1,True,I think technology is good because it helps people do homework and talk to friends faster.
disc_lead_00215,essay_01214,Seeking the Author,Ineffective,1,3.0,11,No,No,Asian,No,1,True,Cars are bad when they make too much noise in the morning.
disc_lead_00216,essay_01215,Exploring Venus,Ineffective,1,4.0,10,No,No,Hispanic/Latino,No,1,True,"Although Venus is very hot, we should go there right now."
disc_lead_00217,essay_01216,Car-free cities,Effective,3,4.0,8,Yes,No,Asian,Yes,1,True,Venus is a planet that scientists have tried to learn about although the environment is extraordinarily hostile and dangerous.
disc_lead_00218,essay_01217,Driverless cars,Effective,3,3.0,8,No,No,White,No,1,True,I strongly disagree with driverless vehicles because untested autonomous algorithms pose significant risks to pedestrians.
disc_lead_00219,essay_01218,Facial Action Coding System,Effective,3,4.0,11,No,No,Hispanic/Latino,No,1,True,"If scientists can figure out more about Venus, we can further our understanding of what this planet once was."
